L = 0.03
23.9861 0.0088 0.0000
24.0633 0.0088 0.0000
24.0782 0.0007 0.0000
24.0986 0.0148 0.0000
24.1056 0.0079 0.0000
24.1272 0.0051 0.0000
24.2441 0.0119 0.0000
24.2783 0.0039 0.0000
24.3152 0.0039 0.0000
24.3394 0.0054 0.0000
24.3403 0.0088 0.0000
24.3453 0.0077 0.0000
24.3804 0.0163 0.0000
24.3881 0.0075 0.0000
24.3892 0.0066 0.0000
24.3971 0.0057 0.0000
24.4483 0.0064 0.0000
24.4590 0.0023 0.0000
24.4605 0.0083 0.0000
24.4714 0.0109 0.0000
24.4849 0.0128 0.0000
24.5560 0.0071 0.0000
24.5818 0.0074 0.0000
24.5852 0.0019 0.0000
24.5999 0.0093 0.0000
24.6248 0.0058 0.0000
24.6649 0.0230 0.0000
24.6736 0.0096 0.0000
24.6945 0.0151 0.0000
24.6974 0.0149 0.0000
24.7445 0.0072 0.0000
24.7624 0.0090 0.0000
24.7724 0.0075 0.0000
24.8008 0.0093 0.0000
24.8299 0.0169 0.0000
24.8576 0.0126 0.0000
24.8675 0.0072 0.0000
24.8775 0.0006 0.0000
24.8857 0.0101 0.0000
24.9616 0.0132 0.0000
24.9648 0.0076 0.0000
24.9932 0.0155 0.0000
25.0196 0.0041 0.0000
25.0399 0.0101 0.0000
25.0720 0.0078 0.0000
25.1003 0.0122 0.0000
25.1268 0.0144 0.0000
25.1664 0.0134 0.0000
25.1808 0.0134 0.0000
25.2445 0.0151 0.0000
25.2594 0.0062 0.0000
25.2653 0.0040 0.0000
25.3260 0.0092 0.0000
25.3591 0.0019 0.0000
25.4145 0.0035 0.0000
25.4412 0.0072 0.0000
25.4461 0.0073 0.0000
25.5165 0.0088 0.0000
25.6739 0.0080 0.0000
25.6815 0.0145 0.0000
25.7040 0.0136 0.0000
25.7199 0.0189 0.0000
25.8162 0.0128 0.0000
25.8264 0.0040 0.0000
25.8383 0.0095 0.0000
25.8435 0.0223 0.0000
25.8556 0.0136 0.0000
25.9107 0.0030 0.0000
25.9256 0.0139 0.0000
25.9364 0.0069 0.0000
25.9420 0.0132 0.0000
25.9463 0.0118 0.0000
25.9844 0.0107 0.0000
25.9899 0.0087 0.0000
26.0317 0.0037 0.0000
26.0585 0.0187 0.0000
26.0611 0.0041 0.0000
26.0821 0.0143 0.0000
26.0981 0.0024 0.0000
26.1031 0.0080 0.0000
26.1121 0.0097 0.0000
26.1141 0.0107 0.0000
26.1396 0.0073 0.0000
26.1460 0.0035 0.0000
26.1986 0.0144 0.0000
26.1997 0.0075 0.0000
26.2113 0.0057 0.0000
26.3529 0.0160 0.0000
26.3728 0.0097 0.0000
26.3960 0.0037 0.0000
26.4071 0.0019 0.0000
26.4166 0.0016 0.0000
26.4416 0.0075 0.0000
26.4420 0.0189 0.0000
26.4605 0.0070 0.0000
26.4985 0.0149 0.0000
26.5385 0.0090 0.0000
26.5678 0.0085 0.0000
26.5682 0.0132 0.0000
26.6021 0.0068 0.0000
26.6723 0.0051 0.0000
26.6996 0.0062 0.0000
26.7290 0.0034 0.0000
26.7870 0.0172 0.0000
26.7929 0.0071 0.0000
26.8041 0.0130 0.0000
26.8263 0.0058 0.0000
26.8728 0.0173 0.0000
26.8825 0.0044 0.0000
26.9271 0.0115 0.0000
26.9799 0.0138 0.0000
27.0086 0.0059 0.0000
27.0172 0.0089 0.0000
27.0384 0.0124 0.0000
27.0433 0.0113 0.0000
27.0504 0.0159 0.0000
27.0939 0.0042 0.0000
27.1016 0.0082 0.0000
27.1047 0.0062 0.0000
27.1162 0.0142 0.0000
27.1319 0.0082 0.0000
27.1446 0.0111 0.0000
27.1584 0.0030 0.0000
27.1647 0.0131 0.0000
27.1654 0.0069 0.0000
27.1656 0.0064 0.0000
27.2511 0.0040 0.0000
27.2781 0.0017 0.0000
27.3134 0.0093 0.0000
27.3208 0.0033 0.0000
27.3281 0.0135 0.0000
27.3465 0.0151 0.0000
27.3624 0.0089 0.0000
27.4452 0.0175 0.0000
27.4469 0.0080 0.0000
27.5095 0.0152 0.0000
27.5385 0.0024 0.0000
27.5973 0.0130 0.0000
27.5989 0.0101 0.0000
27.6042 0.0179 0.0000
27.6291 0.0064 0.0000
27.6311 0.0066 0.0000
27.6802 0.0070 0.0000
27.7144 0.0052 0.0000
27.7869 0.0060 0.0000
27.7882 0.0148 0.0000
27.7972 0.0022 0.0000
27.8399 0.0091 0.0000
27.8489 0.0009 0.0000
27.8770 0.0069 0.0000
27.8944 0.0055 0.0000
27.9011 0.0093 0.0000
27.9053 0.0035 0.0000
27.9080 0.0021 0.0000
27.9626 0.0079 0.0000
27.9711 0.0070 0.0000
28.0103 0.0068 0.0000
28.0654 0.0137 0.0000
28.0797 0.0073 0.0000
28.0954 0.0105 0.0000
28.1006 0.0112 0.0000
28.1470 0.0139 0.0000
28.1550 0.0037 0.0000
28.1741 0.0056 0.0000
28.1844 0.0090 0.0000
28.2192 0.0013 0.0000
28.2734 0.0198 0.0000
28.2753 0.0057 0.0000
28.2844 0.0095 0.0000
28.3720 0.0036 0.0000
28.4049 0.0104 0.0000
28.4106 0.0247 0.0141
28.4198 0.0109 0.0000
28.4371 0.0147 0.0000
28.4539 0.0072 0.0000
28.4777 0.0091 0.0000
28.5438 0.0034 0.0000
28.5773 0.0083 0.0000
28.6118 0.0067 0.0000
28.6291 0.0070 0.0000
28.6469 0.0033 0.0000
28.6580 0.0123 0.0000
28.6587 0.0029 0.0000
28.6982 0.0047 0.0000
28.7070 0.0077 0.0000
28.7079 0.0088 0.0000
28.8571 0.0117 0.0000
28.8982 0.0074 0.0000
28.8999 0.0055 0.0000
28.9088 0.0043 0.0000
28.9330 0.0141 0.0000
28.9343 0.0070 0.0000
28.9501 0.0129 0.0000
28.9504 0.0011 0.0000
28.9509 0.0121 0.0000
28.9706 0.0009 0.0000
28.9958 0.0053 0.0000
29.0184 0.0112 0.0000
29.0195 0.0076 0.0000
29.0508 0.0067 0.0000
29.0877 0.0072 0.0000
29.1200 0.0085 0.0000
29.1445 0.0066 0.0000
29.2665 0.0103 0.0000
29.2714 0.0091 0.0000
29.3391 0.0042 0.0000
29.3641 0.0193 0.0000
29.3804 0.0097 0.0000
29.4270 0.0095 0.0000
29.4281 0.0118 0.0000
29.4295 0.0037 0.0000
29.4318 0.0037 0.0000
29.4578 0.0096 0.0000
29.4667 0.0119 0.0000
29.4948 0.0057 0.0000
29.5062 0.0125 0.0000
29.5098 0.0099 0.0000
29.5222 0.0072 0.0000
29.6198 0.0080 0.0000
29.6785 0.0064 0.0000
29.7188 0.0145 0.0000
29.7219 0.0025 0.0000
29.7241 0.0049 0.0000
29.7280 0.0036 0.0000
29.7461 0.0064 0.0000
29.7723 0.0109 0.0000
29.8028 0.0056 0.0000
29.8931 0.0187 0.0000
29.9341 0.0060 0.0000
30.0162 0.0124 0.0000
30.0321 0.0058 0.0000
30.0367 0.0094 0.0000
30.1062 0.0138 0.0000
30.1226 0.0073 0.0000
30.1467 0.0047 0.0000
30.1707 0.0027 0.0000
30.1853 0.0074 0.0000
30.2101 0.0077 0.0000
30.2542 0.0015 0.0000
30.2874 0.0072 0.0000
30.3224 0.0026 0.0000
30.3614 0.0115 0.0000
30.3809 0.0050 0.0000
30.4232 0.0118 0.0000
30.4522 0.0090 0.0000
30.4526 0.0091 0.0000
30.4652 0.0100 0.0000
30.5044 0.0096 0.0000
30.5407 0.0110 0.0000
30.5445 0.0079 0.0000
30.5515 0.0067 0.0000
30.5872 0.0075 0.0000
30.6044 0.0136 0.0000
30.6174 0.0070 0.0000
30.6597 0.0158 0.0000
30.6677 0.0092 0.0000
30.6738 0.0062 0.0000
30.7264 0.0051 0.0000
30.7530 0.0085 0.0000
30.7603 0.0092 0.0000
30.7886 0.0059 0.0000
30.8081 0.0084 0.0000
30.8083 0.0130 0.0000
30.8140 0.0070 0.0000
30.8144 0.0127 0.0000
30.8226 0.0054 0.0000
30.8581 0.0220 0.0000
30.8624 0.0111 0.0000
30.8902 0.0094 0.0000
30.9246 0.0007 0.0000
30.9379 0.0080 0.0000
30.9418 0.0022 0.0000
30.9437 0.0057 0.0000
30.9480 0.0077 0.0000
30.9496 0.0091 0.0000
30.9508 0.0027 0.0000
30.9704 0.0081 0.0000
30.9732 0.0095 0.0000
30.9867 0.0081 0.0000
31.1255 0.0070 0.0000
31.1518 0.0157 0.0000
31.1723 0.0074 0.0000
31.1729 0.0112 0.0000
31.1865 0.0030 0.0000
31.2141 0.0087 0.0000
31.2342 0.0103 0.0000
31.2869 0.0071 0.0000
31.3162 0.0093 0.0000
31.3321 0.0018 0.0000
31.3354 0.0040 0.0000
31.3535 0.0059 0.0000
31.3793 0.0064 0.0000
31.3806 0.0049 0.0000
31.4115 0.0042 0.0000
31.4383 0.0094 0.0000
31.5133 0.0001 0.0000
31.5185 0.0102 0.0000
31.5266 0.0040 0.0000
31.5384 0.0153 0.0000
31.5435 0.0041 0.0000
31.5789 0.0049 0.0000
31.5805 0.0143 0.0000
31.6138 0.0065 0.0000
31.6345 0.0101 0.0000
31.6715 0.0041 0.0000
31.6756 0.0165 0.0000
31.6857 0.0044 0.0000
31.6872 0.0114 0.0000
31.7262 0.0148 0.0000
31.7362 0.0024 0.0000
31.7461 0.0081 0.0000
31.7501 0.0008 0.0000
31.7543 0.0140 0.0000
31.7676 0.0161 0.0000
31.8363 0.0047 0.0000
31.8739 0.0036 0.0000
31.9047 0.0108 0.0000
31.9105 0.0187 0.0000
31.9262 0.0112 0.0000
31.9323 0.0123 0.0000
31.9654 0.0119 0.0000
31.9656 0.0104 0.0000
32.0027 0.0106 0.0000
32.1072 0.0016 0.0000
32.1743 0.0031 0.0000
32.1814 0.0195 0.0000
32.1927 0.0145 0.0000
32.2051 0.0121 0.0000
32.2994 0.0104 0.0000
32.3153 0.0092 0.0000
32.3550 0.0101 0.0000
32.3714 0.0038 0.0000
32.4169 0.0083 0.0000
32.4355 0.0102 0.0000
32.4402 0.0093 0.0000
32.4568 0.0063 0.0000
32.5027 0.0010 0.0000
32.5313 0.0100 0.0000
32.6135 0.0177 0.0000
32.6270 0.0078 0.0000
32.6724 0.0120 0.0000
32.7405 0.0116 0.0000
32.8031 0.0087 0.0000
32.8337 0.0080 0.0000
32.8355 0.0029 0.0000
32.8363 0.0026 0.0000
32.8546 0.0106 0.0000
32.8632 0.0061 0.0000
32.8758 0.0069 0.0000
32.9089 0.0068 0.0000
32.9186 0.0147 0.0000
33.0059 0.0123 0.0000
33.0092 0.0054 0.0000
33.0481 0.0015 0.0000
33.0564 0.0077 0.0000
33.0688 0.0037 0.0000
33.0941 0.0198 0.0000
33.1004 0.0109 0.0000
33.1018 0.0082 0.0000
33.1279 0.0005 0.0000
33.2205 0.0035 0.0000
33.2356 0.0109 0.0000
33.2585 0.0060 0.0000
33.2681 0.0151 0.0000
33.3106 0.0046 0.0000
33.3273 0.0054 0.0000
33.3310 0.0095 0.0000
33.3329 0.0105 0.0000
33.3389 0.0075 0.0000
33.3551 0.0192 0.0000
33.3915 0.0065 0.0000
33.3937 0.0099 0.0000
33.4909 0.0074 0.0000
33.4985 0.0060 0.0000
33.5158 0.0113 0.0000
33.5467 0.0138 0.0000
33.5700 0.0086 0.0000
33.6054 0.0122 0.0000
33.6074 0.0095 0.0000
33.6193 0.0181 0.0000
33.6754 0.0059 0.0000
33.6866 0.0082 0.0000
33.6941 0.0114 0.0000
33.7346 0.0082 0.0000
33.7368 0.0066 0.0000
33.7906 0.0089 0.0000
33.8172 0.0062 0.0000
33.8224 0.0019 0.0000
33.8296 0.0111 0.0000
33.8427 0.0075 0.0000
33.8755 0.0062 0.0000
33.8918 0.0038 0.0000
33.9013 0.0074 0.0000
33.9049 0.0007 0.0000
33.9409 0.0098 0.0000
33.9818 0.0049 0.0000
34.0030 0.0161 0.0000
34.0953 0.0097 0.0000
34.1296 0.0087 0.0000
34.1749 0.0108 0.0000
34.2173 0.0082 0.0000
34.2555 0.0191 0.0000
34.2833 0.0045 0.0000
34.3024 0.0064 0.0000
34.3476 0.0095 0.0000
34.3583 0.0039 0.0000
34.3614 0.0045 0.0000
34.3666 0.0036 0.0000
34.3756 0.0051 0.0000
34.3773 0.0086 0.0000
34.3796 0.0055 0.0000
34.3862 0.0073 0.0000
34.3873 0.0054 0.0000
34.3881 0.0175 0.0000
34.3920 0.0116 0.0000
34.3987 0.0069 0.0000
34.4603 0.0091 0.0000
34.5267 0.0171 0.0000
34.5402 0.0100 0.0000
34.5989 0.0046 0.0000
34.6222 0.0094 0.0000
34.6535 0.0062 0.0000
34.6803 0.0104 0.0000
34.7555 0.0043 0.0000
34.7909 0.0032 0.0000
34.8225 0.0020 0.0000
34.9215 0.0148 0.0000
34.9293 0.0006 0.0000
34.9445 0.0121 0.0000
34.9554 0.0082 0.0000
34.9647 0.0033 0.0000
35.0235 0.0035 0.0000
35.0315 0.0026 0.0000
35.0669 0.0104 0.0000
35.1484 0.0136 0.0000
35.1529 0.0101 0.0000
35.1594 0.0031 0.0000
35.1941 0.0113 0.0000
35.2444 0.0161 0.0000
35.2507 0.0062 0.0000
35.2623 0.0174 0.0000
35.2965 0.0102 0.0000
35.3155 0.0043 0.0000
35.3250 0.0099 0.0000
35.3622 0.0021 0.0000
35.4674 0.0058 0.0000
35.4902 0.0090 0.0000
35.4971 0.0126 0.0000
35.5107 0.0053 0.0000
35.5310 0.0031 0.0000
35.5484 0.0094 0.0000
35.5686 0.0041 0.0000
35.5712 0.0160 0.0000
35.5935 0.0061 0.0000
35.6908 0.0071 0.0000
35.8089 0.0045 0.0000
35.8146 0.0092 0.0000
35.8166 0.0082 0.0000
35.8270 0.0021 0.0000
35.8366 0.0087 0.0000
35.8375 0.0022 0.0000
35.8499 0.0018 0.0000
35.9317 0.0077 0.0000
35.9825 0.0043 0.0000
36.0072 0.0159 0.0000
36.0256 0.0012 0.0000
36.0671 0.0053 0.0000
36.0740 0.0064 0.0000
36.0877 0.0058 0.0000
36.0910 0.0063 0.0000
36.1149 0.0148 0.0000
36.1503 0.0026 0.0000
36.2646 0.0076 0.0000
36.2676 0.0121 0.0000
36.2932 0.0166 0.0000
36.3056 0.0213 0.0000
36.3098 0.0049 0.0000
36.3140 0.0028 0.0000
36.3229 0.0092 0.0000
36.3387 0.0091 0.0000
36.3934 0.0090 0.0000
36.3945 0.0173 0.0000
36.3948 0.0142 0.0000
36.3966 0.0067 0.0000
36.4030 0.0099 0.0000
36.4242 0.0169 0.0000
36.4367 0.0032 0.0000
36.4552 0.0088 0.0000
36.5604 0.0096 0.0000
36.5968 0.0048 0.0000
36.6538 0.0040 0.0000
36.7098 0.0173 0.0000
36.7541 0.0142 0.0000
36.7780 0.0079 0.0000
36.7807 0.0125 0.0000
36.7898 0.0045 0.0000
36.8003 0.0023 0.0000
36.8061 0.0047 0.0000
36.8148 0.0166 0.0000
36.8170 0.0162 0.0000
36.8583 0.0071 0.0000
36.9313 0.0107 0.0000
36.9604 0.0044 0.0000
36.9892 0.0122 0.0000
37.0035 0.0073 0.0000
37.0338 0.0053 0.0000
37.0382 0.0133 0.0000
37.0420 0.0057 0.0000
37.0695 0.0042 0.0000
37.0842 0.0020 0.0000
37.0920 0.0090 0.0000
37.0921 0.0147 0.0000
37.0936 0.0064 0.0000
37.1045 0.0029 0.0000
37.1533 0.0053 0.0000
37.2056 0.0090 0.0000
37.2220 0.0106 0.0000
37.2775 0.0081 0.0000
37.3087 0.0140 0.0000
37.3128 0.0132 0.0000
37.3393 0.0085 0.0000
37.3440 0.0024 0.0000
37.3549 0.0053 0.0000
37.3902 0.0131 0.0000
37.4380 0.0013 0.0000
37.4791 0.0040 0.0000
37.4891 0.0130 0.0000
37.5142 0.0081 0.0000
37.5158 0.0151 0.0000
37.6227 0.0125 0.0000
37.6316 0.0117 0.0000
37.6524 0.0075 0.0000
37.6624 0.0056 0.0000
37.6879 0.0004 0.0000
37.7221 0.0025 0.0000
37.7370 0.0028 0.0000
37.7964 0.0083 0.0000
37.8350 0.0132 0.0000
37.8695 0.0121 0.0000
37.8747 0.0021 0.0000
37.8808 0.0170 0.0000
37.9391 0.0190 0.0000
37.9584 0.0094 0.0000
37.9758 0.0045 0.0000
37.9829 0.0022 0.0000
38.0132 0.0135 0.0000
38.0278 0.0066 0.0000
38.0722 0.0072 0.0000
38.1537 0.0121 0.0000
38.1606 0.0092 0.0000
38.1798 0.0149 0.0000
38.1929 0.0079 0.0000
38.2426 0.0067 0.0000
38.2475 0.0080 0.0000
38.2911 0.0122 0.0000
38.3356 0.0124 0.0000
38.3491 0.0074 0.0000
38.3597 0.0055 0.0000
38.4527 0.0036 0.0000
38.4641 0.0095 0.0000
38.4739 0.0186 0.0000
38.4820 0.0045 0.0000
38.5154 0.0156 0.0000
38.5734 0.0145 0.0000
38.5790 0.0188 0.0000
38.6208 0.0065 0.0000
38.6491 0.0106 0.0000
38.6668 0.0051 0.0000
38.7844 0.0071 0.0000
38.8385 0.0056 0.0000
38.8995 0.0021 0.0000
38.9392 0.0151 0.0000
38.9551 0.0054 0.0000
38.9553 0.0017 0.0000
39.0040 0.0063 0.0000
39.0119 0.0077 0.0000
39.0437 0.0078 0.0000
39.0644 0.0039 0.0000
39.1146 0.0094 0.0000
39.1595 0.0137 0.0000
39.1595 0.0135 0.0000
39.2022 0.0045 0.0000
39.2138 0.0020 0.0000
39.2152 0.0114 0.0000
39.2189 0.0116 0.0000
39.2268 0.0057 0.0000
39.2490 0.0107 0.0000
39.2884 0.0183 0.0000
39.3120 0.0051 0.0000
39.3127 0.0032 0.0000
39.3330 0.0046 0.0000
39.3428 0.0123 0.0000
39.3584 0.0190 0.0000
39.3600 0.0098 0.0000
39.3718 0.0095 0.0000
39.4226 0.0089 0.0000
39.4620 0.0126 0.0000
39.4959 0.0058 0.0000
39.5187 0.0142 0.0000
39.5454 0.0084 0.0000
39.5674 0.0075 0.0000
39.6297 0.0056 0.0000
39.6553 0.0106 0.0000
39.7515 0.0133 0.0000
39.7651 0.0018 0.0000
39.7848 0.0020 0.0000
39.8020 0.0038 0.0000
39.8188 0.0052 0.0000
39.8235 0.0065 0.0000
39.8643 0.0094 0.0000
39.8924 0.0110 0.0000
39.9483 0.0096 0.0000
39.9876 0.0171 0.0000
39.9955 0.0111 0.0000
40.0052 0.0125 0.0000

L = 0.03
0.0234 0.0000 0.0096
0.0627 0.0171 0.0000
0.0705 0.0111 0.0000
0.0802 0.0000 0.0125
0.1187 0.0194 0.0000
0.1194 0.0000 0.0040
0.1379 0.0020 0.0000
0.1508 0.0043 0.0000
0.1885 0.0000 0.0024
0.2192 0.0071 0.0000
0.2400 0.0000 0.0084
0.2526 0.0077 0.0000
0.2534 0.0064 0.0000
0.2776 0.0101 0.0000
0.2843 0.0042 0.0000
0.3177 0.0091 0.0000
0.3620 0.0137 0.0000
0.3647 0.0016 0.0000
0.3834 0.0245 0.0058
0.3899 0.0085 0.0000
0.4156 0.0126 0.0000
0.4162 0.0044 0.0000
0.4193 0.0000 0.0065
0.4820 0.0074 0.0000
0.5131 0.0091 0.0000
0.5277 0.0000 0.0047
0.5299 0.0155 0.0000
0.5884 0.0063 0.0000
0.5983 0.0077 0.0000
0.6081 0.0000 0.0090
0.6227 0.0178 0.0000
0.6311 0.0080 0.0000
0.6694 0.0093 0.0000
0.6833 0.0085 0.0000
0.7855 0.0058 0.0000
0.7940 0.0000 0.0158
0.7967 0.0071 0.0000
0.8008 0.0130 0.0000
0.8193 0.0095 0.0000
0.8253 0.0029 0.0000
0.8376 0.0157 0.0000
0.8438 0.0044 0.0000
0.8666 0.0142 0.0000
0.8912 0.0107 0.0000
0.9304 0.0057 0.0000
0.9317 0.0100 0.0000
0.9344 0.0069 0.0000
0.9885 0.0033 0.0000
1.0150 0.0000 0.0084
1.0728 0.0155 0.0000
1.1738 0.0033 0.0000
1.2003 0.0097 0.0000
1.2280 0.0080 0.0000
1.2337 0.0057 0.0000
1.2357 0.0000 0.0135
1.2550 0.0138 0.0000
1.3409 0.0029 0.0000
1.3582 0.0108 0.0000
1.3920 0.0076 0.0000
1.4160 0.0086 0.0000
1.4407 0.0043 0.0000
1.4534 0.0049 0.0000
1.4577 0.0040 0.0000
1.4624 0.0090 0.0000
1.4790 0.0067 0.0000
1.5052 0.0096 0.0000
1.5202 0.0100 0.0000
1.5253 0.0091 0.0000
1.5622 0.0050 0.0000
1.6226 0.0072 0.0000
1.6234 0.0067 0.0000
1.6735 0.0065 0.0000
1.6867 0.0082 0.0000
1.6887 0.0045 0.0000
1.7009 0.0036 0.0000
1.7317 0.0017 0.0000
1.7631 0.0044 0.0000
1.7766 0.0019 0.0000
1.7795 0.0252 0.0000
1.8663 0.0087 0.0000
1.8664 0.0045 0.0000
1.8994 0.0037 0.0000
1.9088 0.0110 0.0000
1.9178 0.0093 0.0000
1.9251 0.0071 0.0000
1.9289 0.0091 0.0000
1.9340 0.0072 0.0000
1.9635 0.0028 0.0000
1.9921 0.0129 0.0000
2.0136 0.0088 0.0000
2.0928 0.0094 0.0000
2.1307 0.0156 0.0000
2.1506 0.0148 0.0000
2.1527 0.0067 0.0000
2.2800 0.0025 0.0000
2.2977 0.0097 0.0000
2.3166 0.0020 0.0000
2.4319 0.0017 0.0000
2.4454 0.0059 0.0000
2.4510 0.0094 0.0000
2.4716 0.0111 0.0000
2.5301 0.0117 0.0000
2.5312 0.0064 0.0000
2.5666 0.0085 0.0000
2.6289 0.0145 0.0000
2.6322 0.0057 0.0000
2.6395 0.0184 0.0000
2.6974 0.0222 0.0000
2.7109 0.0116 0.0000
2.7385 0.0018 0.0000
2.7605 0.0024 0.0000
2.7915 0.0123 0.0000
2.8303 0.0111 0.0000
2.8545 0.0127 0.0000
2.8817 0.0082 0.0000
2.9103 0.0081 0.0000
3.0218 0.0134 0.0000
3.0967 0.0140 0.0000
3.1115 0.0068 0.0000
3.1142 0.0073 0.0000
3.1176 0.0055 0.0000
3.1501 0.0128 0.0000
3.1694 0.0044 0.0000
3.1761 0.0033 0.0000
3.1998 0.0105 0.0000
3.2517 0.0037 0.0000
3.3192 0.0062 0.0000
3.3512 0.0059 0.0000
3.3519 0.0082 0.0000
3.4306 0.0043 0.0133
3.4607 0.0064 0.0000
3.5170 0.0137 0.0000
3.5265 0.0084 0.0000
3.5391 0.0010 0.0000
3.5666 0.0048 0.0000
3.6350 0.0179 0.0000
3.6589 0.0122 0.0000
3.6695 0.0046 0.0000
3.7300 0.0086 0.0000
3.7425 0.0017 0.0000
3.7723 0.0082 0.0000
3.7803 0.0047 0.0000
3.7937 0.0181 0.0000
3.8079 0.0048 0.0000
3.8116 0.0084 0.0000
3.8158 0.0169 0.0000
3.8196 0.0084 0.0000
3.8215 0.0057 0.0000
3.8368 0.0068 0.0000
3.8383 0.0097 0.0000
3.8589 0.0039 0.0000
3.8628 0.0113 0.0000
3.8883 0.0064 0.0000
3.8931 0.0034 0.0000
3.9084 0.0055 0.0000
3.9391 0.0117 0.0000
3.9469 0.0019 0.0000
3.9542 0.0091 0.0000
3.9783 0.0043 0.0000
3.9873 0.0134 0.0000
3.9907 0.0022 0.0000
4.0860 0.0113 0.0000
4.1262 0.0036 0.0000
4.1500 0.0013 0.0000
4.2164 0.0134 0.0000
4.2487 0.0122 0.0000
4.2957 0.0070 0.0000
4.3160 0.0011 0.0000
4.3829 0.0043 0.0000
4.4012 0.0052 0.0000
4.4107 0.0070 0.0000
4.4362 0.0054 0.0000
4.4577 0.0165 0.0000
4.4599 0.0057 0.0000
4.4636 0.0033 0.0000
4.4791 0.0058 0.0000
4.4973 0.0117 0.0000
4.5384 0.0120 0.0000
4.5565 0.0057 0.0000
4.5749 0.0068 0.0000
4.5983 0.0104 0.0000
4.6323 0.0241 0.0000
4.6443 0.0086 0.0000
4.7188 0.0095 0.0000
4.8330 0.0112 0.0000
4.8430 0.0085 0.0000
4.8547 0.0031 0.0000
4.8717 0.0084 0.0000
4.8787 0.0041 0.0000
4.8853 0.0113 0.0000
4.8923 0.0258 0.0000
4.9027 0.0048 0.0000
4.9162 0.0079 0.0000
4.9351 0.0106 0.0000
4.9524 0.0129 0.0000
4.9558 0.0141 0.0000
4.9572 0.0150 0.0000
4.9922 0.0093 0.0000
4.9991 0.0119 0.0000
5.1068 0.0102 0.0000
5.1072 0.0024 0.0000
5.1256 0.0070 0.0000
5.1454 0.0179 0.0000
5.2093 0.0050 0.0000
5.2732 0.0088 0.0000
5.2832 0.0089 0.0000
5.3074 0.0168 0.0000
5.3379 0.0075 0.0000
5.3852 0.0150 0.0000
5.4699 0.0069 0.0000
5.4707 0.0049 0.0000
5.5063 0.0077 0.0000
5.5237 0.0070 0.0000
5.5336 0.0118 0.0000
5.5468 0.0119 0.0000
5.5635 0.0068 0.0000
5.5795 0.0059 0.0000
5.5970 0.0061 0.0000
5.6473 0.0059 0.0000
5.6909 0.0154 0.0000
5.7307 0.0018 0.0000
5.7488 0.0064 0.0000
5.7960 0.0072 0.0000
5.8737 0.0054 0.0000
5.8904 0.0076 0.0000
5.9390 0.0119 0.0000
5.9449 0.0115 0.0000
5.9594 0.0095 0.0000
6.0020 0.0070 0.0000
6.0865 0.0020 0.0000
6.1027 0.0077 0.0000
6.1296 0.0131 0.0000
6.1324 0.0115 0.0000
6.1495 0.0121 0.0000
6.1516 0.0069 0.0000
6.1531 0.0035 0.0000
6.1791 0.0081 0.0000
6.1828 0.0136 0.0000
6.2053 0.0199 0.0000
6.2069 0.0129 0.0000
6.2186 0.0080 0.0000
6.2213 0.0068 0.0000
6.2381 0.0059 0.0000
6.3536 0.0009 0.0000
6.3570 0.0080 0.0000
6.3578 0.0100 0.0000
6.3855 0.0092 0.0000
6.4422 0.0055 0.0000
6.4587 0.0122 0.0000
6.4601 0.0058 0.0000
6.4959 0.0110 0.0000
6.5360 0.0112 0.0000
6.5368 0.0118 0.0000
6.5772 0.0065 0.0000
6.6038 0.0088 0.0000
6.6559 0.0125 0.0000
6.6864 0.0145 0.0000
6.7223 0.0041 0.0000
6.7561 0.0108 0.0000
6.7808 0.0028 0.0000
6.7891 0.0120 0.0000
6.7985 0.0056 0.0000
6.8030 0.0196 0.0000
6.8420 0.0088 0.0000
6.8466 0.0017 0.0000
6.8473 0.0151 0.0000
6.8535 0.0072 0.0000
6.8689 0.0088 0.0000
6.9061 0.0014 0.0000
6.9102 0.0063 0.0000
6.9496 0.0112 0.0000
6.9595 0.0017 0.0000
6.9631 0.0101 0.0000
6.9709 0.0093 0.0000
6.9763 0.0053 0.0000
6.9942 0.0015 0.0000
7.0097 0.0091 0.0000
7.0189 0.0033 0.0000
7.0397 0.0022 0.0000
7.0415 0.0030 0.0000
7.0514 0.0183 0.0000
7.0777 0.0062 0.0000
7.1137 0.0148 0.0000
7.1146 0.0043 0.0000
7.1317 0.0075 0.0000
7.1388 0.0113 0.0000
7.1822 0.0049 0.0000
7.1945 0.0047 0.0000
7.2049 0.0073 0.0000
7.2392 0.0195 0.0000
7.2757 0.0014 0.0000
7.2786 0.0027 0.0000
7.3603 0.0032 0.0000
7.3678 0.0044 0.0000
7.3929 0.0101 0.0000
7.4488 0.0036 0.0000
7.4533 0.0084 0.0000
7.4594 0.0090 0.0000
7.4915 0.0239 0.0000
7.4940 0.0108 0.0000
7.5468 0.0071 0.0000
7.5694 0.0108 0.0000
7.6078 0.0133 0.0000
7.6484 0.0088 0.0000
7.6958 0.0051 0.0000
7.8151 0.0076 0.0000
7.9166 0.0084 0.0000
8.0696 0.0093 0.0000
8.1042 0.0136 0.0000
8.1073 0.0019 0.0000
8.1633 0.0122 0.0000
8.1710 0.0013 0.0000
8.1717 0.0095 0.0000
8.2248 0.0048 0.0000
8.2391 0.0065 0.0000
8.2451 0.0104 0.0000
8.2586 0.0013 0.0000
