L = 0.03
9.2066 0.0080 0.0000
9.2719 0.0111 0.0000
9.2943 0.0152 0.0000
9.3600 0.0038 0.0000
9.3630 0.0063 0.0000
9.3679 0.0075 0.0000
9.4188 0.0053 0.0000
9.4435 0.0153 0.0000
9.4625 0.0097 0.0000
9.4718 0.0061 0.0000
9.5156 0.0063 0.0000
9.5268 0.0060 0.0000
9.5436 0.0054 0.0000
9.6255 0.0082 0.0000
9.6487 0.0110 0.0000
9.6920 0.0296 0.0060
9.7135 0.0070 0.0000
9.7150 0.0148 0.0000
9.7267 0.0146 0.0000
9.7417 0.0108 0.0000
9.7663 0.0188 0.0000
9.7813 0.0091 0.0000
9.7901 0.0207 0.0000
9.8033 0.0054 0.0000
9.8430 0.0103 0.0000
9.8509 0.0091 0.0000
9.8585 0.0015 0.0000
9.8850 0.0099 0.0000
9.8995 0.0095 0.0000
9.9179 0.0161 0.0000
9.9662 0.0053 0.0000
9.9991 0.0064 0.0000
10.0008 0.0077 0.0000
10.0064 0.0128 0.0000
10.0590 0.0129 0.0000
10.0632 0.0118 0.0000
10.0891 0.0046 0.0000
10.1260 0.0062 0.0000
10.1665 0.0099 0.0000
10.1842 0.0071 0.0000
10.1859 0.0048 0.0000
10.2118 0.0145 0.0000
10.2417 0.0116 0.0000
10.2958 0.0023 0.0000
10.2995 0.0111 0.0000
10.3067 0.0114 0.0000
10.3171 0.0107 0.0000
10.3561 0.0149 0.0000
10.3683 0.0081 0.0000
10.3790 0.0076 0.0000
10.4064 0.0088 0.0000
10.4356 0.0149 0.0000
10.4507 0.0035 0.0000
10.4676 0.0075 0.0000
10.5545 0.0048 0.0000
10.5859 0.0160 0.0000
10.5997 0.0083 0.0000
10.6023 0.0013 0.0000
10.6464 0.0128 0.0000
10.6491 0.0071 0.0000
10.6666 0.0060 0.0000
10.7743 0.0054 0.0000
10.7891 0.0121 0.0000
10.8549 0.0042 0.0000
10.8870 0.0147 0.0000
10.8993 0.0197 0.0000
10.9086 0.0074 0.0000
10.9099 0.0144 0.0000
10.9753 0.0052 0.0000
10.9816 0.0027 0.0000
11.0112 0.0074 0.0000
11.0374 0.0041 0.0000
11.0614 0.0036 0.0000
11.1149 0.0082 0.0000
11.1229 0.0163 0.0000
11.1665 0.0105 0.0000
11.1710 0.0134 0.0000
11.1935 0.0089 0.0000
11.2439 0.0081 0.0000
11.3215 0.0031 0.0000
11.3467 0.0115 0.0000
11.5293 0.0104 0.0000
11.5377 0.0090 0.0000
11.5414 0.0166 0.0000
11.5584 0.0052 0.0000
11.5700 0.0092 0.0000
11.5755 0.0051 0.0000
11.5758 0.0092 0.0000
11.6020 0.0045 0.0000
11.6020 0.0125 0.0000
11.6532 0.0084 0.0000
11.6581 0.0019 0.0000
11.6763 0.0078 0.0000
11.6780 0.0035 0.0000
11.6862 0.0027 0.0000
11.7900 0.0056 0.0000
11.8006 0.0083 0.0000
11.8501 0.0055 0.0000
11.8897 0.0068 0.0000
11.9164 0.0071 0.0000
11.9272 0.0011 0.0000
11.9358 0.0156 0.0000
11.9544 0.0070 0.0000
12.0022 0.0081 0.0000
12.0245 0.0069 0.0000
12.0275 0.0159 0.0000
12.0517 0.0126 0.0000
12.1328 0.0031 0.0000
12.1598 0.0059 0.0000
12.1599 0.0051 0.0000
12.1677 0.0158 0.0000
12.1944 0.0041 0.0000
12.2209 0.0135 0.0000
12.2264 0.0174 0.0000
12.2330 0.0134 0.0000
12.2507 0.0101 0.0000
12.2517 0.0108 0.0000
12.2642 0.0033 0.0000
12.2913 0.0049 0.0000
12.2935 0.0061 0.0000
12.3007 0.0058 0.0000
12.3188 0.0181 0.0000
12.3516 0.0059 0.0000
12.3609 0.0038 0.0000
12.3849 0.0049 0.0000
12.4955 0.0041 0.0000
12.5091 0.0128 0.0000
12.5153 0.0052 0.0000
12.5163 0.0041 0.0000
12.5304 0.0114 0.0000
12.5490 0.0047 0.0000
12.5745 0.0200 0.0000
12.5963 0.0076 0.0000
12.6293 0.0065 0.0000
12.6348 0.0105 0.0000
12.7095 0.0121 0.0000
12.7176 0.0107 0.0000
12.7441 0.0086 0.0000
12.7713 0.0142 0.0000
12.7862 0.0099 0.0000
12.7999 0.0082 0.0000
12.8978 0.0116 0.0000
12.9024 0.0074 0.0000
12.9140 0.0116 0.0000
12.9770 0.0160 0.0000
12.9856 0.0030 0.0000
13.0015 0.0082 0.0000
13.0054 0.0133 0.0000
13.0588 0.0085 0.0000
13.0990 0.0069 0.0000
13.1034 0.0070 0.0000
13.1692 0.0053 0.0000
13.2060 0.0080 0.0000
13.2479 0.0120 0.0000
13.2634 0.0025 0.0000
13.2659 0.0105 0.0000
13.3712 0.0186 0.0000
13.4196 0.0044 0.0000
13.4293 0.0124 0.0000
13.4373 0.0042 0.0000
13.4798 0.0130 0.0000
13.4836 0.0228 0.0000
13.4901 0.0059 0.0000
13.5137 0.0048 0.0000
13.5337 0.0155 0.0000
13.5585 0.0047 0.0000
13.5651 0.0141 0.0000
13.5734 0.0116 0.0000
13.5820 0.0017 0.0000
13.5836 0.0138 0.0000
13.6544 0.0136 0.0000
13.6642 0.0149 0.0000
13.6840 0.0077 0.0000
13.7199 0.0068 0.0000
13.7315 0.0128 0.0000
13.7380 0.0044 0.0000
13.7422 0.0182 0.0000
13.7545 0.0100 0.0000
13.7910 0.0167 0.0000
13.8025 0.0069 0.0000
13.8118 0.0086 0.0000
13.8151 0.0020 0.0000
13.8225 0.0142 0.0000
13.9040 0.0132 0.0000
13.9114 0.0058 0.0000
13.9662 0.0136 0.0000
13.9743 0.0081 0.0000
13.9830 0.0166 0.0000
14.0189 0.0050 0.0000
14.0280 0.0136 0.0000
14.0587 0.0089 0.0000
14.0927 0.0041 0.0000
14.1636 0.0074 0.0000
14.2148 0.0087 0.0000
14.3021 0.0055 0.0000
14.3034 0.0171 0.0243
14.3256 0.0046 0.0000
14.3799 0.0158 0.0000
14.4120 0.0008 0.0000
14.4201 0.0033 0.0000
14.4437 0.0047 0.0000
14.4524 0.0095 0.0000
14.5102 0.0091 0.0000
14.5308 0.0066 0.0000
14.5372 0.0035 0.0000
14.6509 0.0200 0.0000
14.7007 0.0061 0.0000
14.7789 0.0038 0.0000
14.7875 0.0085 0.0000
14.8401 0.0199 0.0000
14.8455 0.0017 0.0000
14.8573 0.0045 0.0000
14.8911 0.0106 0.0000
14.9714 0.0055 0.0000
14.9838 0.0222 0.0000
14.9889 0.0101 0.0000
15.0027 0.0080 0.0000
15.0244 0.0066 0.0000
15.0588 0.0144 0.0000
15.0627 0.0049 0.0000
15.0850 0.0034 0.0000
15.1083 0.0111 0.0000
15.1098 0.0102 0.0000
15.1261 0.0077 0.0000
15.1583 0.0032 0.0000
15.1590 0.0109 0.0000
15.2185 0.0268 0.0000
15.2277 0.0028 0.0000
15.2791 0.0050 0.0000
15.3250 0.0072 0.0000
15.3344 0.0120 0.0000
15.3403 0.0097 0.0000
15.3411 0.0137 0.0000
15.3660 0.0094 0.0000
15.3674 0.0078 0.0000
15.3899 0.0078 0.0000
15.4108 0.0151 0.0000
15.4349 0.0102 0.0000
15.4518 0.0113 0.0000
15.4592 0.0065 0.0000
15.4918 0.0040 0.0000
15.5016 0.0087 0.0000
15.5078 0.0064 0.0000
15.5955 0.0138 0.0000
15.6143 0.0148 0.0000
15.6309 0.0084 0.0000
15.6445 0.0082 0.0000
15.7615 0.0100 0.0000
15.8000 0.0021 0.0000
15.8107 0.0142 0.0000
15.8407 0.0027 0.0000
15.8422 0.0131 0.0000
15.8604 0.0130 0.0000
15.9101 0.0062 0.0000
15.9594 0.0100 0.0000
15.9732 0.0038 0.0000
16.0163 0.0117 0.0000
16.0379 0.0044 0.0000
16.0548 0.0063 0.0000
16.1441 0.0045 0.0000
16.1534 0.0178 0.0000
16.1786 0.0064 0.0000
16.2072 0.0119 0.0000
16.2515 0.0065 0.0000
16.2999 0.0099 0.0000
16.3171 0.0016 0.0000
16.3235 0.0070 0.0000
16.3283 0.0105 0.0000
16.3973 0.0131 0.0000
16.4048 0.0068 0.0000
16.4403 0.0063 0.0000
16.4459 0.0077 0.0000
16.4565 0.0114 0.0000
16.5033 0.0047 0.0000
16.5140 0.0042 0.0000
16.5155 0.0097 0.0000
16.5273 0.0094 0.0000
16.5411 0.0046 0.0000
16.5596 0.0094 0.0000
16.5704 0.0093 0.0000
16.5845 0.0056 0.0000
16.5892 0.0151 0.0000
16.6259 0.0072 0.0000
16.6793 0.0118 0.0000
16.6950 0.0117 0.0000
16.7329 0.0097 0.0000
16.7431 0.0051 0.0000
16.7930 0.0071 0.0000
16.7960 0.0144 0.0000
16.8142 0.0067 0.0000
16.8261 0.0058 0.0000
16.8393 0.0065 0.0000
16.8401 0.0009 0.0000
16.8684 0.0072 0.0000
16.8720 0.0085 0.0000
16.8963 0.0053 0.0000
16.8994 0.0154 0.0000
16.9823 0.0151 0.0000
17.0015 0.0176 0.0000
17.0128 0.0140 0.0000
17.0635 0.0016 0.0000
17.1185 0.0131 0.0000
17.1318 0.0051 0.0000
17.1356 0.0163 0.0000
17.1526 0.0048 0.0000
17.1552 0.0091 0.0000
17.1659 0.0141 0.0000
17.1748 0.0078 0.0000
17.1758 0.0159 0.0000
17.1940 0.0081 0.0000
17.2258 0.0040 0.0000
17.2262 0.0064 0.0000
17.2301 0.0118 0.0000
17.2722 0.0123 0.0000
17.2856 0.0061 0.0000
17.2939 0.0119 0.0000
17.3334 0.0108 0.0000
17.3643 0.0165 0.0000
17.3812 0.0120 0.0000
17.4440 0.0154 0.0000
17.4679 0.0082 0.0000
17.4743 0.0019 0.0000
17.4987 0.0102 0.0000
17.5233 0.0038 0.0000
17.5314 0.0118 0.0000
17.5421 0.0109 0.0000
17.6285 0.0220 0.0000
17.6557 0.0078 0.0000
17.6881 0.0072 0.0000
17.6943 0.0124 0.0000
17.7108 0.0067 0.0000
17.8543 0.0053 0.0000
17.8815 0.0127 0.0000
17.9045 0.0108 0.0000
17.9387 0.0094 0.0000
17.9500 0.0066 0.0000
17.9597 0.0024 0.0000
17.9933 0.0122 0.0000
18.0256 0.0076 0.0000
18.0300 0.0081 0.0000
18.0305 0.0086 0.0000
18.0389 0.0070 0.0000
18.0666 0.0010 0.0000
18.1676 0.0066 0.0000
18.1829 0.0052 0.0000
18.1951 0.0120 0.0000
18.2385 0.0194 0.0000
18.2669 0.0080 0.0000
18.2831 0.0092 0.0000
18.3572 0.0033 0.0000
18.3707 0.0027 0.0000
18.4141 0.0086 0.0000
18.4772 0.0109 0.0000
18.5044 0.0173 0.0000
18.5145 0.0079 0.0000
18.5199 0.0091 0.0000
18.5343 0.0053 0.0000
18.5576 0.0018 0.0000
18.5943 0.0060 0.0000
18.6087 0.0163 0.0000
18.6096 0.0009 0.0000
18.6442 0.0148 0.0000
18.6991 0.0072 0.0000
18.7053 0.0155 0.0000
18.7536 0.0126 0.0000
18.7538 0.0060 0.0000
18.7820 0.0046 0.0000
18.7939 0.0090 0.0000
18.8253 0.0089 0.0000
18.9373 0.0111 0.0000
18.9384 0.0138 0.0000
18.9491 0.0176 0.0000
18.9735 0.0028 0.0000
19.0277 0.0136 0.0000
19.0300 0.0031 0.0000
19.0569 0.0122 0.0000
19.1084 0.0129 0.0000
19.1359 0.0130 0.0000
19.1420 0.0024 0.0000
19.1432 0.0042 0.0000
19.1678 0.0109 0.0000
19.1914 0.0131 0.0000
19.2007 0.0154 0.0000
19.2209 0.0058 0.0000
19.2412 0.0006 0.0000
19.2911 0.0061 0.0000
19.3450 0.0059 0.0000
19.3535 0.0096 0.0000
19.3634 0.0109 0.0000
19.4089 0.0045 0.0000
19.4247 0.0228 0.0000
19.4341 0.0131 0.0000
19.4701 0.0060 0.0000
19.4727 0.0072 0.0000
19.4849 0.0102 0.0000
19.4982 0.0107 0.0000
19.5363 0.0036 0.0000
19.5377 0.0078 0.0000
19.5703 0.0178 0.0000
19.6243 0.0124 0.0000
19.6398 0.0036 0.0000
19.6613 0.0100 0.0000
19.6850 0.0013 0.0000
19.6939 0.0163 0.0000
19.6974 0.0025 0.0000
19.7758 0.0038 0.0000
19.7861 0.0071 0.0000
19.8019 0.0130 0.0000
19.8080 0.0096 0.0000
19.8123 0.0058 0.0000
19.8143 0.0054 0.0000
19.8755 0.0107 0.0000
19.9183 0.0126 0.0000
19.9459 0.0102 0.0000
19.9517 0.0075 0.0000
19.9717 0.0099 0.0000
19.9798 0.0154 0.0000
19.9830 0.0049 0.0000
20.0362 0.0028 0.0000
20.0560 0.0065 0.0000
20.0619 0.0101 0.0000
20.0893 0.0113 0.0000
20.1106 0.0085 0.0000
20.1231 0.0108 0.0000
20.1444 0.0089 0.0000
20.1533 0.0099 0.0000
20.2013 0.0062 0.0000
20.2619 0.0075 0.0000
20.2944 0.0038 0.0000
20.3022 0.0054 0.0000
20.3192 0.0083 0.0000
20.3247 0.0048 0.0000
20.3971 0.0064 0.0000
20.4410 0.0033 0.0000
20.4968 0.0065 0.0000
20.5009 0.0052 0.0000
20.6035 0.0161 0.0000
20.6163 0.0088 0.0000
20.6534 0.0103 0.0000
20.7024 0.0100 0.0000
20.7034 0.0143 0.0000
20.7294 0.0080 0.0000
20.7402 0.0077 0.0000
20.7566 0.0054 0.0000
20.8100 0.0095 0.0000
20.8360 0.0092 0.0000
20.8503 0.0059 0.0000
20.8903 0.0147 0.0000
20.8908 0.0071 0.0000
20.9047 0.0194 0.0000
20.9431 0.0140 0.0000
20.9570 0.0036 0.0000
20.9970 0.0132 0.0000
20.9977 0.0082 0.0000
21.0226 0.0115 0.0000
21.0282 0.0085 0.0000
21.0305 0.0169 0.0000
21.0388 0.0144 0.0000
21.1228 0.0056 0.0000
21.1709 0.0053 0.0000
21.1710 0.0074 0.0000
21.2440 0.0152 0.0000
21.2567 0.0161 0.0000
21.2957 0.0051 0.0000
21.3001 0.0140 0.0000
21.3364 0.0046 0.0000
21.3533 0.0176 0.0000
21.3748 0.0057 0.0000
21.3988 0.0220 0.0000
21.4322 0.0069 0.0000
21.4424 0.0094 0.0000
21.4693 0.0048 0.0000
21.4780 0.0046 0.0000
21.4910 0.0041 0.0000
21.4998 0.0190 0.0000
21.5162 0.0076 0.0000
21.5541 0.0077 0.0000
21.5544 0.0089 0.0000
21.5702 0.0026 0.0000
21.5727 0.0032 0.0000
21.6092 0.0133 0.0000
21.6488 0.0040 0.0000
21.6646 0.0093 0.0000
21.7009 0.0114 0.0000
21.7022 0.0045 0.0000
21.7032 0.0092 0.0000
21.7457 0.0090 0.0000
21.7586 0.0177 0.0000
21.7773 0.0072 0.0000
21.7805 0.0105 0.0000
21.7974 0.0048 0.0000
21.8007 0.0118 0.0000
21.8083 0.0178 0.0000
21.8192 0.0172 0.0000
21.8335 0.0071 0.0000
21.8562 0.0102 0.0000
21.9058 0.0161 0.0000
21.9279 0.0040 0.0000
21.9443 0.0044 0.0000
21.9668 0.0127 0.0000
21.9671 0.0082 0.0000
21.9946 0.0120 0.0000
22.0146 0.0084 0.0000
22.0675 0.0082 0.0000
22.0711 0.0076 0.0000
22.0797 0.0060 0.0000
22.0947 0.0209 0.0000
22.1279 0.0208 0.0000
22.1342 0.0092 0.0000
22.1429 0.0061 0.0000
22.1573 0.0036 0.0000
22.1681 0.0077 0.0000
22.1879 0.0127 0.0000
22.2015 0.0059 0.0000
22.2097 0.0097 0.0000
22.2485 0.0116 0.0000
22.2861 0.0011 0.0000
22.3229 0.0138 0.0000
22.3413 0.0134 0.0000
22.3517 0.0165 0.0000
22.3541 0.0071 0.0000
22.4461 0.0135 0.0000
22.4490 0.0164 0.0000
22.4862 0.0053 0.0000
22.5483 0.0114 0.0000
22.5496 0.0037 0.0000
22.5500 0.0045 0.0000
22.5644 0.0043 0.0000
22.6057 0.0080 0.0000
22.6089 0.0084 0.0000
22.6138 0.0066 0.0000
22.6473 0.0145 0.0000
22.6493 0.0082 0.0000
22.6543 0.0063 0.0000
22.6851 0.0073 0.0000
22.8369 0.0062 0.0000
22.8399 0.0045 0.0000
22.8588 0.0050 0.0000
22.9451 0.0139 0.0000
22.9737 0.0059 0.0000
22.9811 0.0073 0.0000
22.9884 0.0149 0.0000
23.0049 0.0043 0.0000
23.0080 0.0137 0.0000
23.0560 0.0065 0.0000
23.0752 0.0047 0.0000
23.0908 0.0069 0.0000
23.1619 0.0073 0.0000
23.1939 0.0074 0.0000
23.2016 0.0031 0.0000
23.2252 0.0082 0.0000
23.2783 0.0079 0.0000
23.3078 0.0025 0.0000
23.3117 0.0074 0.0000
23.3195 0.0091 0.0000
23.4358 0.0144 0.0000
23.4649 0.0185 0.0000
23.4884 0.0104 0.0000
23.5164 0.0081 0.0000
23.5868 0.0059 0.0000
23.6039 0.0032 0.0000
23.6782 0.0084 0.0113
23.7138 0.0036 0.0000
23.7323 0.0059 0.0000
23.8139 0.0050 0.0000
23.8557 0.0039 0.0000
23.8726 0.0150 0.0000
23.8819 0.0108 0.0000
23.8926 0.0072 0.0000
23.9333 0.0015 0.0000
23.9547 0.0072 0.0000
23.9566 0.0037 0.0000
23.9628 0.0127 0.0000
23.9854 0.0117 0.0000
24.0178 0.0039 0.0000
24.0251 0.0094 0.0000
24.0666 0.0153 0.0000
24.0747 0.0087 0.0000
24.0788 0.0047 0.0000
24.0946 0.0117 0.0000
24.1037 0.0079 0.0000
24.1437 0.0123 0.0000
24.1628 0.0116 0.0000
24.2157 0.0100 0.0000
24.2661 0.0095 0.0000
24.2687 0.0145 0.0000
24.2887 0.0077 0.0000
24.3340 0.0132 0.0000
24.3422 0.0093 0.0000
24.4150 0.0085 0.0000
24.4739 0.0101 0.0000
24.4890 0.0194 0.0000
24.4946 0.0066 0.0000
24.5019 0.0069 0.0000
24.5131 0.0101 0.0000
24.5658 0.0061 0.0000
24.5746 0.0061 0.0000
24.5811 0.0028 0.0000
24.6085 0.0082 0.0000
24.6484 0.0173 0.0000
24.6694 0.0061 0.0000
24.6751 0.0065 0.0180
24.6845 0.0044 0.0000
24.7103 0.0060 0.0000
24.7376 0.0153 0.0000
24.7460 0.0114 0.0000
24.7819 0.0074 0.0000
24.7833 0.0073 0.0000
24.8055 0.0056 0.0000
24.8187 0.0070 0.0000
24.8523 0.0059 0.0000
24.9039 0.0125 0.0000
24.9363 0.0015 0.0000
25.0080 0.0107 0.0000
25.0459 0.0071 0.0000
25.0842 0.0124 0.0000
25.0860 0.0161 0.0000
25.1098 0.0066 0.0000
25.1176 0.0131 0.0000
25.1366 0.0042 0.0000
25.1499 0.0064 0.0000
25.1773 0.0078 0.0000
25.1976 0.0126 0.0000
25.2531 0.0098 0.0000
25.2643 0.0050 0.0000
25.2700 0.0082 0.0000
25.2784 0.0169 0.0000
25.2827 0.0065 0.0000
25.2887 0.0060 0.0000
25.2975 0.0165 0.0000
25.3367 0.0085 0.0000
25.3770 0.0052 0.0000
25.3880 0.0075 0.0000
25.4318 0.0075 0.0000
25.4345 0.0049 0.0000
25.4355 0.0089 0.0000
25.5186 0.0107 0.0000
25.5474 0.0073 0.0000
25.5591 0.0030 0.0000
25.5704 0.0096 0.0000
25.5959 0.0160 0.0000
25.6619 0.0061 0.0000
25.6738 0.0080 0.0000
25.7035 0.0054 0.0000
25.7495 0.0025 0.0000
25.7564 0.0116 0.0000
25.8514 0.0066 0.0000
25.8570 0.0067 0.0000
25.9196 0.0065 0.0000
25.9332 0.0037 0.0000
25.9356 0.0112 0.0000
25.9584 0.0048 0.0000
25.9986 0.0046 0.0000
26.0621 0.0135 0.0000
26.0951 0.0113 0.0000
26.1180 0.0077 0.0000
26.1231 0.0113 0.0190
26.1423 0.0146 0.0000
26.1637 0.0170 0.0000
26.2000 0.0162 0.0000
26.2228 0.0076 0.0000
26.2880 0.0039 0.0000
26.2954 0.0031 0.0000
26.3460 0.0017 0.0000
26.3868 0.0058 0.0000
26.3878 0.0121 0.0000
26.3995 0.0192 0.0000
26.4262 0.0067 0.0000
26.4602 0.0040 0.0000
26.4686 0.0020 0.0000
26.4830 0.0062 0.0000
26.4995 0.0130 0.0000
26.5051 0.0092 0.0000
26.5145 0.0079 0.0000
26.5223 0.0038 0.0000
26.5252 0.0058 0.0000
26.5738 0.0114 0.0000
26.5895 0.0011 0.0000
26.6038 0.0018 0.0000
26.6845 0.0059 0.0000
26.6946 0.0045 0.0000
26.7332 0.0084 0.0000
26.7398 0.0105 0.0000
26.7462 0.0179 0.0000
26.7638 0.0094 0.0000
26.7842 0.0043 0.0000
26.8061 0.0080 0.0000
26.8198 0.0091 0.0000
26.9122 0.0087 0.0000
26.9150 0.0076 0.0000
26.9198 0.0044 0.0000
26.9325 0.0115 0.0000
26.9522 0.0168 0.0000
26.9715 0.0100 0.0000
26.9966 0.0131 0.0000
27.0610 0.0069 0.0000
27.1319 0.0065 0.0000
27.1364 0.0185 0.0000
27.1568 0.0056 0.0000
27.1959 0.0096 0.0000
27.1963 0.0100 0.0000
27.2588 0.0105 0.0000
27.2883 0.0129 0.0000
27.3048 0.0056 0.0000
27.3592 0.0022 0.0000
27.3605 0.0057 0.0000
27.4043 0.0177 0.0000
27.4054 0.0109 0.0000
27.4379 0.0135 0.0000
27.4407 0.0064 0.0000
27.4500 0.0130 0.0000
27.5033 0.0151 0.0000
27.5539 0.0118 0.0000
27.5557 0.0176 0.0000
27.6103 0.0109 0.0000
27.6133 0.0076 0.0000
27.6204 0.0222 0.0000
27.6343 0.0086 0.0000
27.6448 0.0062 0.0000
27.6524 0.0064 0.0000
27.7277 0.0165 0.0000
27.7701 0.0096 0.0000
27.8250 0.0048 0.0000
27.8315 0.0121 0.0000
27.8429 0.0143 0.0000
27.8520 0.0024 0.0000
27.9247 0.0107 0.0000
27.9309 0.0061 0.0000
27.9384 0.0132 0.0000
27.9497 0.0077 0.0000
27.9608 0.0084 0.0000
27.9623 0.0142 0.0000
27.9839 0.0082 0.0000
27.9905 0.0046 0.0000
28.0115 0.0101 0.0000
28.0304 0.0075 0.0000
28.1578 0.0112 0.0000
28.2237 0.0164 0.0000
28.2284 0.0062 0.0000
28.2380 0.0103 0.0000
28.2536 0.0077 0.0000
28.2836 0.0088 0.0000
28.3373 0.0004 0.0000
28.3381 0.0059 0.0000
28.3478 0.0129 0.0000
28.4366 0.0039 0.0000
28.5169 0.0095 0.0000
28.5455 0.0181 0.0000
28.5544 0.0083 0.0000
28.6466 0.0083 0.0000
28.6696 0.0057 0.0000
28.6864 0.0118 0.0000
28.6983 0.0122 0.0000
28.7371 0.0129 0.0000
28.7404 0.0119 0.0000
28.7976 0.0068 0.0000
28.8056 0.0063 0.0000
28.8576 0.0081 0.0000
28.8608 0.0060 0.0000
28.8644 0.0067 0.0000
28.8730 0.0071 0.0000
28.8815 0.0093 0.0000
29.0193 0.0086 0.0000
29.1011 0.0045 0.0000
29.1222 0.0113 0.0000
29.1259 0.0079 0.0000
29.1366 0.0060 0.0000
29.1982 0.0133 0.0000
29.2164 0.0025 0.0000
29.2502 0.0117 0.0000
29.2751 0.0073 0.0000
29.3003 0.0034 0.0000
29.3160 0.0059 0.0000
29.3166 0.0099 0.0000
29.3583 0.0152 0.0000
29.3592 0.0003 0.0000
29.3773 0.0064 0.0000
29.3813 0.0045 0.0000
29.4071 0.0094 0.0000
29.4215 0.0086 0.0000
29.4295 0.0048 0.0000
29.4404 0.0040 0.0000
29.4475 0.0160 0.0000
29.4599 0.0066 0.0000
29.4860 0.0036 0.0000
29.4973 0.0107 0.0000
29.5296 0.0030 0.0000
29.5824 0.0124 0.0000
29.5870 0.0063 0.0000
29.5972 0.0052 0.0000
29.6238 0.0123 0.0000
29.6350 0.0010 0.0000
29.6612 0.0122 0.0000
29.6690 0.0105 0.0000
29.6842 0.0058 0.0000
29.7084 0.0102 0.0000
29.7302 0.0020 0.0000
29.7624 0.0113 0.0000
29.7801 0.0053 0.0000
29.7854 0.0104 0.0000
29.8017 0.0093 0.0000
29.8390 0.0117 0.0000
29.8525 0.0132 0.0000
29.8543 0.0088 0.0000
29.8666 0.0068 0.0000
29.8878 0.0029 0.0000
29.8917 0.0127 0.0000
29.9309 0.0006 0.0000
29.9365 0.0147 0.0000
29.9705 0.0098 0.0000
29.9779 0.0049 0.0000
29.9878 0.0080 0.0000
29.9909 0.0058 0.0000
29.9947 0.0112 0.0000
30.0219 0.0106 0.0000
30.0249 0.0114 0.0000
30.0402 0.0127 0.0000
30.0622 0.0072 0.0000
30.0700 0.0118 0.0000
30.0839 0.0129 0.0000
30.0931 0.0078 0.0000
30.1908 0.0010 0.0000
30.2062 0.0070 0.0000
30.2156 0.0028 0.0000
30.2911 0.0077 0.0000
30.3824 0.0271 0.0000
30.4156 0.0057 0.0000
30.4652 0.0035 0.0000
30.4722 0.0124 0.0000
30.4793 0.0075 0.0000
30.5051 0.0101 0.0000
30.5415 0.0041 0.0000
30.6109 0.0135 0.0000
30.6113 0.0056 0.0000
30.6220 0.0064 0.0000
30.6494 0.0257 0.0000
30.6759 0.0065 0.0000
30.6805 0.0025 0.0000
30.7195 0.0032 0.0000
30.7340 0.0149 0.0000
30.7344 0.0043 0.0000
30.8189 0.0010 0.0000
30.8423 0.0190 0.0000
30.8919 0.0113 0.0000
30.8988 0.0044 0.0000
30.9036 0.0102 0.0000
30.9095 0.0044 0.0000
30.9547 0.0068 0.0000
31.0283 0.0054 0.0000
31.0822 0.0056 0.0000
31.0874 0.0070 0.0000
31.1011 0.0016 0.0000
31.1156 0.0091 0.0000
31.1177 0.0078 0.0000
31.1267 0.0088 0.0000
31.1299 0.0132 0.0000
31.1495 0.0031 0.0000
31.2276 0.0036 0.0000
31.2721 0.0041 0.0000
31.3176 0.0029 0.0000
31.3340 0.0055 0.0000
31.3631 0.0111 0.0000
31.3756 0.0057 0.0000
31.4073 0.0064 0.0000
31.4109 0.0041 0.0000
31.5412 0.0111 0.0000
31.5797 0.0101 0.0000
31.5936 0.0140 0.0000
31.6038 0.0082 0.0000
31.6064 0.0040 0.0000
31.6303 0.0010 0.0000
31.6412 0.0094 0.0000
31.6556 0.0084 0.0000
31.6819 0.0077 0.0000
31.6898 0.0107 0.0000
31.7060 0.0127 0.0000
31.7185 0.0096 0.0000
31.7333 0.0112 0.0000
31.7724 0.0065 0.0000
31.7883 0.0052 0.0000
31.8149 0.0032 0.0000
31.8207 0.0018 0.0000
31.8326 0.0043 0.0000
31.8638 0.0137 0.0000
31.8656 0.0020 0.0000
31.9004 0.0073 0.0000
31.9099 0.0029 0.0000
31.9133 0.0139 0.0000
31.9211 0.0067 0.0000
31.9268 0.0041 0.0000
31.9670 0.0138 0.0000
31.9942 0.0052 0.0000
32.0090 0.0142 0.0000
32.1057 0.0146 0.0000
32.1137 0.0060 0.0000
32.1434 0.0156 0.0000
32.1867 0.0071 0.0000
32.1995 0.0058 0.0000
32.2307 0.0102 0.0000
32.2456 0.0153 0.0000
32.2687 0.0127 0.0000
32.2890 0.0146 0.0000
32.2985 0.0097 0.0000
32.3020 0.0080 0.0000
32.3492 0.0056 0.0000
32.3958 0.0236 0.0000
32.4099 0.0097 0.0000
32.4419 0.0087 0.0000
32.4894 0.0068 0.0000
32.4952 0.0072 0.0000
32.5501 0.0043 0.0000
32.5556 0.0063 0.0000
32.5736 0.0057 0.0000
32.7305 0.0023 0.0000
32.7493 0.0143 0.0000
32.7993 0.0129 0.0000
32.8314 0.0051 0.0000
32.8720 0.0077 0.0000
32.8759 0.0095 0.0000
32.8955 0.0057 0.0000
32.9516 0.0155 0.0000
32.9523 0.0156 0.0000
32.9615 0.0028 0.0000
33.0156 0.0054 0.0000
33.0261 0.0115 0.0000
33.0300 0.0085 0.0000
33.0994 0.0064 0.0000
33.1262 0.0063 0.0000
33.1428 0.0172 0.0000
33.1440 0.0053 0.0000
33.1673 0.0089 0.0000
33.2033 0.0015 0.0000
